IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
Stephen Daldry,174.0,114.0,335,530,Stephen Dillane,11000,41597830,Drama,Meryl Streep,The Hours,102123,12624,Miranda Richardson,3,660,English,USA,PG-13,25000000,2002,577,7.6,1.85,0
Andy Fickman,91.0,105.0,99,960,Alexandra Breckenridge,17000,33687630,Comedy,Channing Tatum,She's the Man,116762,20109,Laura Ramsey,0,261,English,USA,PG-13,20000000,2006,1000,6.4,1.85,0
Steve Bendelack,151.0,90.0,68,100,Emma de Caunes,328,32553210,Comedy,Lily Atkinson,Mr. Bean's Holiday,88714,794,Steve Pemberton,0,235,English,UK,PG,25000000,2007,132,6.3,1.85,0
Dwight H. Little,94.0,97.0,27,522,Salli Richardson-Whitfield,601,31526393,Action,Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid,22243,2730,Johnny Messner,0,144,English,USA,PG-13,25000000,2004,543,4.6,2.35,686
Kirsten Sheridan,148.0,114.0,59,403,Aaron Staton,49000,31655091,Drama,Robin Williams,August Rush,87331,50927,Marian Seldes,0,364,English,USA,PG,30000000,2007,702,7.5,2.35,18000
Shekhar Kapur,141.0,124.0,159,240,John Gielgud,288,30012990,Biography,Fanny Ardant,Elizabeth,75973,1006,Eric Cantona,1,409,English,UK,R,25000000,1998,249,7.5,1.85,0
Ronny Yu,114.0,89.0,31,71,Park Bench,285,32368960,Comedy,Alexis Arquette,Bride of Chucky,39768,667,Vince Corazza,0,292,English,Canada,R,25000000,1998,81,5.3,1.85,0
Richard Fleischer,79.0,160.0,130,288,Richard Anderson,469,14500000,Action,Joseph Cotten,Tora! Tora! Tora!,25019,1548,James Whitmore,0,159,English,Japan,G,25000000,1970,377,7.5,2.35,0
Bob Spiers,33.0,93.0,14,199,Richard Briers,1000,29247405,Comedy,Jason Flemyng,Spice World,28377,2176,Victoria Beckham,1,261,English,UK,PG,25000000,1997,401,3.3,1.85,0
Damien Dante Wayans,83.0,88.0,82,571,Essence Atkins,756,25615792,Action,Damon Wayans Jr.,Dance Flick,10161,4378,Chris Elliott,0,50,English,USA,PG-13,25000000,2009,713,3.5,1.85,657
Simon Wincer,71.0,92.0,23,162,Paul Hogan,460,25590119,Adventure,Jere Burns,Crocodile Dundee in Los Angeles,19699,1315,Linda Kozlowski,0,119,English,Australia,PG,21150000,2001,442,4.8,1.85,387
Bobby Farrelly,62.0,117.0,101,743,Lin Shaye,13000,24944213,Comedy,Bill Murray,Kingpin,63459,16937,Richard Tyson,2,185,English,USA,PG-13,27000000,1996,852,6.9,2.35,3000
Rupert Wyatt,175.0,111.0,81,81,Cjon Saulsberry,3000,33631221,Crime,George Kennedy,The Gambler,48559,3784,Griffin Cleveland,1,145,English,USA,R,25000000,2014,571,6.0,2.35,0
John Wells,322.0,121.0,53,8000,Meryl Streep,19000,37738400,Drama,Benedict Cumberbatch,August: Osage County,67797,39690,Julia Roberts,3,285,English,USA,R,25000000,2013,11000,7.3,2.35,30000
Nigel Cole,112.0,107.0,13,165,Tyrone Giordano,618,21835784,Comedy,Aimee Garcia,A Lot Like Love,58297,1095,James Read,3,161,English,USA,PG-13,30000000,2005,172,6.6,1.85,0
Dexter Fletcher,216.0,106.0,452,141,Taron Egerton,20000,15785632,Biography,Hugh Jackman,Eddie the Eagle,32507,21195,Tim McInnerny,3,119,English,UK,PG-13,23000000,2016,732,7.5,2.35,15000
Jeremy Leven,44.0,97.0,19,977,Marlon Brando,40000,22200000,Comedy,Johnny Depp,Don Juan DeMarco,41310,52122,Faye Dunaway,3,117,English,USA,PG-13,25000000,1994,10000,6.8,1.85,0
Sylvain White,213.0,97.0,41,619,Jason Patric,11000,23527955,Action,Chris Evans,The Losers,74691,12841,�scar Jaenada,1,165,English,USA,PG-13,25000000,2010,673,6.4,2.35,0
Troy Nixey,298.0,99.0,24,155,Alan Dale,3000,24042490,Fantasy,Bailee Madison,Don't Be Afraid of the Dark,40776,3744,Jack Thompson,1,250,English,USA,R,25000000,2010,441,5.6,1.85,10000
Philip G. Atwell,119.0,103.0,5,874,Jet Li,26000,22466994,Action,Jason Statham,War,72673,33565,Nadine Velazquez,0,166,English,USA,R,25000000,2007,5000,6.3,2.35,0
Jeff Schaffer,92.0,93.0,17,360,Scott Mechlowicz,13000,17718223,Comedy,Matt Damon,EuroTrip,162067,14180,Jacob Pitts,5,316,English,USA,R,25000000,2004,634,6.6,1.85,0
Don Michael Paul,58.0,98.0,70,223,Nia Peeples,462,15361537,Action,Claudia Christian,Half Past Dead,12263,1855,Tony Plana,0,132,English,Germany,PG-13,13000000,2002,444,4.6,1.85,564
Paul Feig,73.0,90.0,176,825,Rob Riggle,931,16647384,Adventure,Tyler James Williams,Unaccompanied Minors,8398,4431,B.J. Novak,1,56,English,USA,PG,26000000,2006,839,5.1,2.35,498
James Bridges,28.0,107.0,21,418,Phoebe Cates,967,16118077,Drama,Dianne Wiest,"Bright Lights, Big City",5817,3067,Swoosie Kurtz,0,37,English,USA,R,25000000,1988,767,5.6,1.85,377
Steve Barron,19.0,90.0,48,376,Udo Kier,940,15091542,Adventure,Martin Landau,The Adventures of Pinocchio,4086,2465,Bebe Neuwirth,2,22,Italian,UK,G,25000000,1996,595,5.3,2.35,246
Richard Kelly,287.0,115.0,219,258,Gillian Jacobs,903,15045676,Drama,Frank Langella,The Box,76303,2466,Celia Weston,1,376,English,USA,PG-13,16000000,2009,837,5.6,2.35,0
Carter Smith,233.0,93.0,27,49,Jonathan Tucker,960,17427926,Horror,Laura Ramsey,The Ruins,60062,1749,Sergio Calder�n,0,351,English,USA,R,8000000,2008,664,5.9,2.35,0
John Schlesinger,86.0,99.0,154,344,Rupert Everett,774,14983572,Comedy,Mark Valley,The Next Best Thing,9361,2498,Illeana Douglas,1,162,English,USA,PG-13,25000000,2000,692,4.7,1.85,378
Luke Greenfield,126.0,110.0,42,111,Timothy Bottoms,355,14589444,Comedy,Chris Marquette,The Girl Next Door,171151,911,Jacob Young,2,513,English,USA,R,25000000,2004,155,6.8,1.85,0
Ringo Lam,50.0,101.0,17,218,Zach Grenier,900,14095303,Action,Natasha Henstridge,Maximum Risk,15814,1634,Paul Ben-Victor,1,68,English,USA,R,25000000,1996,246,5.4,2.35,503
Bruce McCulloch,52.0,85.0,54,455,Megan Mullally,985,13973532,Comedy,Martin Starr,Stealing Harvard,11211,3065,Chris Penn,1,92,English,USA,PG-13,25000000,2002,637,5.1,1.85,215
Brian Helgeland,260.0,132.0,241,151,Paul Anderson,27000,1865774,Biography,Tom Hardy,Legend,87682,27659,Tara Fitzgerald,2,174,English,UK,R,30000000,2015,154,7.0,2.35,43000
David R. Ellis,231.0,90.0,160,852,Joel David Moore,963,18860403,Horror,Chris Zylka,Shark Night 3D,20823,4952,Katharine McPhee,0,130,English,USA,PG-13,25000000,2011,936,4.0,1.85,0
Alan Parker,99.0,145.0,317,70,Devon Murray,876,13038660,Drama,Emily Watson,Angela's Ashes,16995,1282,Pauline McLynn,1,163,English,USA,R,25000000,1999,219,7.3,1.85,0
Ivan Reitman,159.0,110.0,425,148,Chi McBride,3000,28831145,Drama,Jennifer Garner,Draft Day,39357,3757,Patrick St. Esprit,1,113,English,USA,R,25000000,2014,466,6.8,2.35,14000
Catherine Hardwicke,119.0,107.0,308,872,Michael Angarano,13000,11008432,Biography,Heath Ledger,Lords of Dogtown,43903,16651,Rebecca De Mornay,0,194,English,USA,PG-13,25000000,2005,947,7.1,1.85,5000
Patricia Riggen,120.0,127.0,36,399,James Brolin,562,12188642,Biography,Marco Trevi�o,The 33,21098,2230,Jacob Vargas,7,56,English,Chile,PG-13,26000000,2015,499,6.9,2.35,0
Gavin O'Connor,317.0,140.0,149,581,Frank Grillo,27000,13651662,Drama,Tom Hardy,Warrior,332276,29692,Kevin Dunn,1,514,English,USA,PG-13,25000000,2011,798,8.2,2.35,77000
Neil Jordan,44.0,133.0,277,8000,Liam Neeson,25000,11030963,Biography,Alan Rickman,Michael Collins,24145,48482,Julia Roberts,2,93,English,UK,R,28000000,1996,14000,7.1,1.85,0
Ron Maxwell,22.0,271.0,33,251,William Morgan Sheppard,854,10769960,Drama,Tom Berenger,Gettysburg,21940,2107,James Patrick Stuart,0,256,English,USA,PG,25000000,1993,702,7.7,1.85,0
Kimberly Peirce,143.0,112.0,108,2000,Channing Tatum,23000,10911750,Drama,Joseph Gordon-Levitt,Stop-Loss,17757,43560,Abbie Cornish,2,99,English,USA,R,25000000,2008,17000,6.5,1.85,982
Stephen Gaghan,72.0,99.0,79,956,Zooey Deschanel,16000,10719367,Drama,Charlie Hunnam,Abandon,7909,28987,Tony Goldwyn,3,157,English,USA,PG-13,25000000,2002,11000,4.9,2.35,261
Jonathan Kaplan,70.0,100.0,57,92,Tom Amandes,181,10114315,Drama,John Doe,Brokedown Palace,18693,582,Daniel Lapaine,0,187,English,USA,PG-13,25000000,1999,151,6.4,2.35,0
Ole Bornedal,264.0,92.0,30,309,Madison Davenport,941,49122319,Horror,Kyra Sedgwick,The Possession,47169,2348,Natasha Calis,0,162,English,USA,PG-13,14000000,2012,459,5.9,2.35,17000
Richard Benjamin,20.0,105.0,121,354,Jane Krakowski,3000,10070000,Comedy,Brendan Fraser,Mrs. Winterbourne,5668,5023,Cathryn de Prume,3,50,English,USA,PG-13,25000000,1996,624,6.2,1.85,491
Rod Lurie,190.0,110.0,37,268,Laz Alonso,10000,10324441,Action,Alexander Skarsg�rd,Straw Dogs,27117,11431,Rhys Coiro,1,140,English,USA,R,25000000,2011,826,5.8,2.35,7000
Lasse Hallstr�m,142.0,116.0,529,174,Christopher Evan Welch,442,7156933,Comedy,Hope Davis,The Hoax,14581,1134,James Biberi,0,74,English,USA,R,25000000,2006,252,6.7,1.85,348
Craig R. Baxley,27.0,88.0,22,120,Sam McMurray,174,9286314,Action,Brian Bosworth,Stone Cold,4972,583,Richard Gant,1,62,English,USA,R,17000000,1991,132,5.9,1.85,0
John Hillcoat,355.0,111.0,214,3000,Charlize Theron,10000,56692,Adventure,Viggo Mortensen,The Road,177401,23566,Robert Duvall,2,504,English,USA,R,25000000,2009,9000,7.3,2.35,32000
Marcos Siega,31.0,95.0,32,324,Nick Cannon,843,5654777,Action,Cheech Marin,Underclassman,4875,2165,Kaylee DeFer,3,26,English,USA,PG-13,25000000,2005,593,4.1,2.35,206
J.B. Rogers,87.0,95.0,6,248,Chris Klein,849,5516708,Comedy,Eddie Cibrian,Say It Isn't So,11375,2413,Jack Plotnick,2,91,English,USA,R,25000000,2001,841,4.9,1.85,295
Roger Donaldson,126.0,127.0,79,50,Antony Starr,12000,5128124,Biography,Anthony Hopkins,The World's Fastest Indian,44198,12574,Craig Hall,1,251,English,New Zealand,PG-13,25000000,2005,506,7.9,2.35,11000
Rachel Talalay,60.0,104.0,54,919,Lori Petty,6000,4064333,Action,Naomi Watts,Tank Girl,24790,9662,Jeff Kober,0,173,English,USA,R,25000000,1995,923,5.2,2.35,0
Jeffrey W. Byrd,23.0,95.0,2,807,Loretta Devine,927,4006906,Comedy,Donald Faison,King's Ransom,3229,4990,Regina Hall,7,20,English,USA,PG-13,15000000,2005,912,4.1,1.85,83
Fernando Meirelles,229.0,121.0,353,18,Joe Pingue,45,3073392,Drama,Don McKellar,Blindness,59462,142,Y�suke Iseya,0,300,English,Canada,R,25000000,2008,30,6.6,1.85,0
Uwe Boll,143.0,92.0,892,492,Udo Kier,783,1550000,Action,Meat Loaf,BloodRayne,30628,2930,Michael Par�,2,471,English,USA,R,25000000,2005,595,2.9,2.35,937
Atom Egoyan,97.0,107.0,460,491,Alison Lohman,14000,871527,Crime,Colin Firth,Where the Truth Lies,14982,16090,Rachel Blanchard,2,128,English,Canada,R,25000000,2005,1000,6.5,2.35,507
Robert Towne,28.0,117.0,162,745,Monica Potter,2000,777423,Biography,Billy Burke,Without Limits,5841,4351,Billy Crudup,0,57,English,USA,PG-13,25000000,1998,878,7.2,2.35,942
Giuseppe Tornatore,124.0,131.0,911,232,Sean Buchanan,5000,85433,Crime,Jim Sturgess,The Best Offer,69676,5954,Liya Kebede,2,131,English,Italy,R,13500000,2013,234,7.8,2.35,31000
Taylor Hackford,49.0,117.0,138,416,Bai Ling,908,134904,Comedy,Scout Taylor-Compton,Love Ranch,2395,3204,Gil Birmingham,9,17,English,USA,R,25000000,2010,582,5.7,1.78,636
Stephen Frears,51.0,119.0,350,418,Peter Capaldi,18000,34700000,Drama,Keanu Reeves,Dangerous Liaisons,52846,35501,Swoosie Kurtz,2,143,English,USA,R,14000000,1988,17000,7.7,1.85,0
Walter Salles,252.0,137.0,179,4000,Viggo Mortensen,17000,717753,Adventure,Kristen Stewart,On the Road,33107,33747,Kirsten Dunst,4,128,English,France,R,25000000,2012,10000,6.1,2.35,27000
Leonard Nimoy,106.0,119.0,12000,643,Nichelle Nichols,12000,109713132,Adventure,Leonard Nimoy,Star Trek IV: The Voyage Home,61621,15449,Walter Koenig,5,219,English,USA,PG,25000000,1986,664,7.3,2.35,0
Sylvester Stallone,285.0,139.0,13000,461,Burt Young,13000,70269171,Drama,Sylvester Stallone,Rocky Balboa,162130,15111,Mike Tyson,0,962,English,USA,PG,24000000,2006,683,7.2,1.85,0
Gavin O'Connor,123.0,98.0,149,439,Noah Emmerich,20000,1512815,Action,Natalie Portman,Jane Got a Gun,8885,21414,Boyd Holbrook,0,56,English,USA,R,25000000,2016,617,5.8,2.35,0
Tim Story,52.0,106.0,167,676,Regina Hall,966,65182182,Comedy,Romany Malco,Think Like a Man Too,15310,4830,David Walton,8,38,English,USA,PG-13,24000000,2014,807,5.7,2.35,3000
Jonathan Lynn,129.0,98.0,36,900,Matthew Perry,13000,57262492,Comedy,Bruce Willis,The Whole Nine Yards,90374,17582,Natasha Henstridge,4,318,English,USA,R,24000000,2000,2000,6.7,1.85,0
Herbert Ross,60.0,107.0,71,304,Chris Penn,967,80000000,Drama,Dianne Wiest,Footloose,51459,1962,Lori Singer,0,113,English,USA,PG,8200000,1984,455,6.5,1.85,0
Todd Phillips,123.0,88.0,480,497,Leah Remini,8000,74608545,Comedy,Will Ferrell,Old School,185258,10325,Patrick Fischler,4,404,English,USA,R,24000000,2003,909,7.2,2.35,0
Danny Cannon,125.0,100.0,41,970,Mekhi Phifer,45000,39989008,Horror,Muse Watson,I Still Know What You Did Last Summer,55398,49847,Bill Cobbs,2,418,English,USA,R,24000000,1998,1000,4.6,2.35,891
Bonnie Hunt,106.0,115.0,597,597,Jim Belushi,893,32662299,Comedy,Minnie Driver,Return to Me,16469,3946,Bonnie Hunt,1,275,English,USA,PG,24000000,2000,854,6.9,1.85,0
Neil LaBute,156.0,110.0,119,265,Pruitt Taylor Vince,11000,25167270,Comedy,Morgan Freeman,Nurse Betty,30119,12254,Kathleen Wilhoite,4,263,English,Germany,R,24000000,2000,592,6.3,2.35,455
Grant Heslov,271.0,94.0,293,939,Jeff Bridges,18000,32416109,Comedy,Kevin Spacey,The Men Who Stare at Goats,109620,32474,Stephen Root,0,268,English,USA,R,25000000,2009,12000,6.2,2.35,15000
George Gallo,45.0,88.0,269,384,Eddie Griffin,1000,20218,Action,Daniel Roebuck,Double Take,5431,2557,Garcelle Beauvais,2,50,English,USA,PG-13,24000000,2001,489,5.3,2.35,204
James Mangold,133.0,127.0,446,898,Clea DuVall,11000,28871190,Biography,Angelina Jolie Pitt,"Girl, Interrupted",125421,13433,Vanessa Redgrave,0,385,English,USA,R,24000000,1999,1000,7.3,1.85,0
Robert Luketic,84.0,95.0,126,886,Gary Cole,2000,16964743,Comedy,Topher Grace,Win a Date with Tad Hamilton!,22844,4681,Nathan Lane,1,140,English,USA,PG-13,24000000,2004,989,5.6,2.35,876
Tim Hill,70.0,87.0,25,611,F. Murray Abraham,1000,16290976,Adventure,Josh Charles,Muppets from Space,14637,3243,David Arquette,0,100,English,USA,G,24000000,1999,670,6.2,1.85,619
Brian Robbins,51.0,107.0,48,940,Ellen Albertini Dow,1000,12372410,Comedy,Oliver Platt,Ready to Rumble,11709,4971,Martin Landau,1,101,English,USA,PG-13,24000000,2000,957,5.3,1.85,650
Ron Shelton,73.0,124.0,41,197,Robert Wagner,512,8427204,Comedy,Willie Garson,Play It to the Bone,10100,1523,Lolita Davidovich,0,59,English,USA,R,24000000,1999,481,5.4,2.35,153
Douglas McGrath,169.0,89.0,41,847,Busy Philipps,2000,9639242,Comedy,Olivia Munn,I Don't Know How She Does It,16437,5470,Jessica Szohr,0,68,English,USA,PG-13,24000000,2011,1000,4.9,1.85,0
Alexandre Aja,365.0,88.0,192,847,Kelly Brook,3000,25003072,Comedy,Adam Scott,Piranha 3D,72552,5737,Jessica Szohr,0,374,English,USA,R,24000000,2010,859,5.5,2.35,13000
Kevin Spacey,113.0,118.0,18000,286,Bob Hoskins,18000,6144806,Biography,Kevin Spacey,Beyond the Sea,12821,23689,Brenda Blethyn,1,248,English,USA,PG-13,23000000,2004,5000,6.7,2.35,0
Richard Williams,10.0,80.0,18,73,Kenneth Williams,742,669276,Action,Donald Pleasence,The Princess and the Cobbler,2541,1088,Clive Revill,0,47,English,UK,G,28000000,1993,83,7.2,2.35,408
Mary McGuckian,16.0,120.0,6,382,F. Murray Abraham,22000,42880,Drama,Robert De Niro,The Bridge of San Luis Rey,2919,23769,Geraldine Chaplin,3,50,English,UK,PG,24000000,2004,670,5.1,1.85,181
George Tillman Jr.,196.0,98.0,88,706,Tom Berenger,12000,23225911,Action,Dwayne Johnson,Faster,80574,14699,Mike Epps,1,157,English,USA,R,24000000,2010,854,6.5,2.35,12000
Hayao Miyazaki,212.0,119.0,6000,422,Blythe Danner,23000,4710455,Adventure,Christian Bale,Howl's Moving Castle,214091,24263,Jean Simmons,0,330,Japanese,Japan,PG,24000000,2004,713,8.2,1.85,13000
Ruben Fleischer,445.0,88.0,181,11,Bill Murray,15000,75590286,Adventure,Emma Stone,Zombieland,386217,28011,Derek Graf,4,553,English,USA,R,23600000,2009,13000,7.7,2.35,26000
Frank Coraci,108.0,90.0,153,427,Clint Howard,11000,161487252,Comedy,Adam Sandler,The Waterboy,119450,13823,Peter Dante,0,300,English,USA,PG-13,20000000,1998,1000,6.1,1.85,0
Irvin Kershner,223.0,127.0,883,441,Kenny Baker,11000,290158751,Action,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back,837759,12643,Anthony Daniels,0,900,English,USA,PG,18000000,1980,504,8.8,2.35,17000
David Zucker,43.0,85.0,119,144,Priscilla Presley,3000,86930411,Comedy,George Kennedy,The Naked Gun 2�: The Smell of Fear,83269,3847,O.J. Simpson,6,87,English,USA,PG-13,23000000,1991,348,6.8,1.85,0
James Wong,211.0,98.0,70,591,Brendan Fehr,1000,53302314,Horror,Daniel Roebuck,Final Destination,181058,3345,Kerr Smith,1,674,English,USA,R,23000000,2000,847,6.7,1.85,0
David Twohy,214.0,112.0,123,787,Radha Mitchell,14000,39235088,Horror,Vin Diesel,Pitch Black,193962,16196,Cole Hauser,0,805,English,USA,R,23000000,2000,992,7.1,2.35,5000
Tony Goldwyn,92.0,97.0,956,99,Ellen Barkin,20000,27338033,Comedy,Hugh Jackman,Someone Like You...,19709,20798,Catherine Dent,3,167,English,USA,PG-13,23000000,2001,552,6.1,1.85,0
John Dahl,140.0,97.0,131,62,Jessica Bowman,23000,21973182,Mystery,Paul Walker,Joy Ride,53415,23242,Dell Yount,2,339,English,USA,R,23000000,2001,81,6.6,2.35,0
Jonathan Newman,28.0,100.0,3,88,Keeley Hawes,2000,4756,Adventure,Ioan Gruffudd,The Adventurer: The Curse of the Midas Box,4191,2450,Oliver Stark,4,32,English,UK,PG,25000000,2013,228,5.4,2.35,0
Wayne Wang,36.0,114.0,61,407,Eva Amurri Martino,20000,18653615,Comedy,Natalie Portman,Anywhere But Here,14786,22040,Shawn Hatosy,2,103,English,USA,PG-13,23000000,1999,797,6.1,2.35,638
Michael Dinner,53.0,88.0,12,249,Dan Hedaya,327,13019253,Comedy,Seymour Cassel,The Crew,3914,1509,Lainie Kazan,4,47,English,USA,PG-13,23000000,2000,281,5.6,1.85,153
Joseph Sargent,80.0,92.0,114,434,Mario Van Peebles,912,20763013,Adventure,Judith Barsi,Jaws: The Revenge,30840,2355,Lynn Whitfield,0,383,English,USA,PG-13,23000000,1987,535,2.8,2.35,0
Jerry Zaks,45.0,98.0,4,11000,Robert De Niro,29000,12782508,Drama,Leonardo DiCaprio,Marvin's Room,20163,63194,Meryl Streep,2,71,English,USA,PG-13,23000000,1996,22000,6.7,1.85,1000
Fred Durst,47.0,94.0,258,424,Dash Mihok,721,11508423,Biography,Tasha Smith,The Longshots,3174,2453,Garrett Morris,2,19,English,USA,PG,23000000,2008,463,5.1,2.35,376
Neil Jordan,90.0,102.0,277,57,Ian Hart,327,10660147,Drama,Stephen Rea,The End of the Affair,17740,672,James Bolam,0,165,English,UK,R,23000000,1999,261,7.2,1.85,0
Simon Wincer,30.0,98.0,23,982,Tia Carrere,1000,7434726,Action,Vanessa Williams,Harley Davidson and the Marlboro Man,14473,3671,Don Johnson,2,81,English,USA,R,23000000,1991,1000,6.0,1.85,0
Anne Fontaine,165.0,111.0,105,64,Beno�t Poelvoorde,527,6109075,Biography,Alessandro Nivola,Coco Before Chanel,32003,735,Marie Gillain,1,65,French,France,PG-13,19430000,2009,86,6.7,2.35,0
Stephen Frears,155.0,100.0,350,30,Iben Hjejle,201,2708188,Comedy,Tom Burke,Ch�ri,8924,365,Gaye Brown,1,43,English,UK,R,23000000,2009,123,6.2,2.35,0
Mira Nair,118.0,141.0,300,73,Roger Lloyd Pack,805,16123851,Drama,Romola Garai,Vanity Fair,17373,1618,Lillete Dubey,2,148,English,USA,PG-13,23000000,2004,539,6.2,2.35,767
Mikael H�fstr�m,314.0,114.0,101,23,Kim Thomson,129,71975611,Fantasy,Drew Powell,1408,209396,214,Alexandra Silber,0,580,English,USA,PG-13,25000000,2007,25,6.8,2.35,11000
Jerry Zucker,77.0,127.0,109,71,Tony Goldwyn,2000,217631306,Drama,Demi Moore,Ghost,154199,3100,Phil Leeds,0,252,English,USA,PG-13,22000000,1990,956,7.0,1.85,0
Bobby Farrelly,171.0,107.0,101,743,Lin Shaye,931,176483808,Comedy,Sarah Silverman,There's Something About Mary,247289,4664,Richard Tyson,1,611,English,USA,R,23000000,1998,852,7.1,1.85,0
John Pasquin,64.0,97.0,11,595,Eric Lloyd,901,144833357,Comedy,Judge Reinhold,The Santa Clause,64742,2790,Peter Boyle,0,111,English,USA,PG,22000000,1994,775,6.4,1.85,0
John Lee Hancock,92.0,127.0,102,1000,Jay Hernandez,2000,75597042,Drama,Dennis Quaid,The Rookie,26434,6657,Angus T. Jones,0,174,English,USA,G,20000000,2002,1000,7.0,2.35,0
Andy Fickman,112.0,110.0,99,835,Kyra Sedgwick,12000,90636983,Comedy,Dwayne Johnson,The Game Plan,44021,15170,Madison Pettis,0,83,English,USA,PG,22000000,2007,941,6.2,2.35,0
Clint Eastwood,69.0,135.0,16000,86,Meryl Streep,16000,70960517,Drama,Clint Eastwood,The Bridges of Madison County,54631,27237,Debra Monk,0,192,English,USA,PG-13,35000000,1995,11000,7.5,1.85,0
Luke Greenfield,75.0,84.0,42,182,Michael Papajohn,437,55762229,Comedy,Louis Lombardi,The Animal,47383,1203,Colleen Haskell,1,132,English,USA,PG-13,22000000,2001,241,4.8,1.85,1000
Lasse Hallstr�m,180.0,122.0,529,171,Charlotte Le Bon,820,54235441,Comedy,Manish Dayal,The Hundred-Foot Journey,52894,1484,Juhi Chawla,3,185,English,USA,PG,22000000,2014,201,7.3,2.35,55000
Irwin Winkler,53.0,114.0,34,287,Jeremy Northam,649,50728000,Action,Ken Howard,The Net,48909,1725,Ray McKinnon,0,166,English,USA,PG-13,22000000,1995,327,5.8,1.85,0
Jessie Nelson,129.0,132.0,24,506,Loretta Devine,967,40270895,Drama,Dianne Wiest,I Am Sam,121937,3152,Richard Schiff,0,431,English,USA,PG-13,22000000,2001,912,7.6,1.85,15000
Christopher Spencer,61.0,170.0,25,55,Amber Rose Revah,329,59696176,Biography,Roma Downey,Son of God,15448,775,Darwin Shaw,1,174,English,USA,PG-13,22000000,2014,135,5.6,2.35,15000
Len Wiseman,226.0,133.0,235,105,Kevin Grevioux,956,51483949,Action,Sophia Myles,Underworld,208092,1777,Shane Brolly,0,806,English,UK,R,22000000,2003,593,7.0,2.35,0
Mikael H�fstr�m,116.0,112.0,101,218,RZA,896,36020063,Drama,Denis O'Hare,Derailed,62584,2019,Xzibit,2,375,English,USA,R,22000000,2005,561,6.6,2.35,0
Mike Bigelow,98.0,83.0,2,137,Eddie Griffin,591,22264487,Comedy,Carlos Ponce,Deuce Bigalow: European Gigolo,41239,1729,Charles Keating,0,166,English,USA,R,22000000,2005,489,4.6,1.85,887
Ken Scott,168.0,105.0,31,110,Bobby Moynihan,390,30659817,Comedy,Jack Reynor,Delivery Man,59805,1006,Matthew Daddario,10,95,English,USA,PG-13,26000000,2013,311,6.4,2.35,0
Dennis Dugan,97.0,96.0,221,110,Neil Diamond,240,19351569,Comedy,Amanda Detmer,Saving Silverman,33287,664,Kyle Gass,1,201,English,USA,PG-13,22000000,2001,226,5.9,1.85,739
David Bowers,88.0,94.0,42,517,Rachael Harris,975,49002815,Comedy,Zachary Gordon,Diary of a Wimpy Kid: Dog Days,15665,3153,Karan Brar,2,35,English,USA,PG,22000000,2012,569,6.4,2.35,0
